% # columns="iteration, evaluation, void, void, void, xmean", seed=1093084, Mon Feb 17 11:37:33 2020, <python>{}</python> # scaling_of_variables: 1, typical_x: 0
1 6 0 0 0 0.6887395329060225 0.10187601674683189
2 12 0 0 0 0.8259659520031404 0.2936461739593284
3 18 0 0 0 0.450487764787237 -0.21698082717227946
4 24 0 0 0 0.24567696384316623 -0.35769647349874106
5 30 0 0 0 -0.09310490033317814 -0.39122860871658505
6 36 0 0 0 0.5666303996248048 -0.31610255677367577
7 42 0 0 0 0.31332706025907153 -0.3039069673236141
8 48 0 0 0 0.3263870032339865 -0.4301527464189558
9 54 0 0 0 0.49062949841622744 -0.30001563345695237
10 60 0 0 0 0.4144665033484826 -0.3869832980174822
11 66 0 0 0 0.4027384124737404 -0.4069364186774177
12 72 0 0 0 0.3586758052617517 -0.41271461494867095
13 78 0 0 0 0.3649313641517639 -0.44003496486518157
14 84 0 0 0 0.4416258921864681 -0.4230831094566353
15 90 0 0 0 0.4299107395292701 -0.4314172718860402
16 96 0 0 0 0.47454080825054845 -0.4175783805791561
17 102 0 0 0 0.5652193991632174 -0.40194309748563045
18 108 0 0 0 0.5347014832097465 -0.3982465606090065
19 114 0 0 0 0.5295894730291713 -0.40503991203708506
20 120 0 0 0 0.5443257587438511 -0.40835784877151476
21 126 0 0 0 0.5643374811467293 -0.40556591236556316
22 132 0 0 0 0.5286478270142609 -0.41119625198723997
23 138 0 0 0 0.5552191112142292 -0.4057959408630609
24 144 0 0 0 0.5125435729607187 -0.41086479042174723
25 150 0 0 0 0.5054959880160483 -0.41319359093877717
26 156 0 0 0 0.45907440017691126 -0.41737548651386663
27 162 0 0 0 0.47196097445923113 -0.416175451853373
28 168 0 0 0 0.4656383960617702 -0.4177803904538744
29 174 0 0 0 0.48134232643592556 -0.41675773564621454
30 180 0 0 0 0.4471852959710801 -0.421656987197531
31 186 0 0 0 0.43286935394766135 -0.4236170664399719
32 192 0 0 0 0.4317768010792259 -0.42328904603438683
33 198 0 0 0 0.4306040607153093 -0.42401459564894217
34 204 0 0 0 0.43768830546633025 -0.4224375835864146
35 210 0 0 0 0.43454688709925093 -0.42308893665341935
36 216 0 0 0 0.4372391825613737 -0.422470511994525
37 222 0 0 0 0.4361529429948221 -0.4226908546820225
38 228 0 0 0 0.4351026168787599 -0.4229368338586565
39 234 0 0 0 0.43362109420841594 -0.42316603900621064
40 240 0 0 0 0.43266061309006093 -0.42330740986078624
41 246 0 0 0 0.4333678442526248 -0.42318369702431535
42 252 0 0 0 0.43432227184376554 -0.4230097479789443
43 258 0 0 0 0.43473420702380566 -0.4229745767133531
44 264 0 0 0 0.434824726761038 -0.42297702880030197
45 270 0 0 0 0.4347285182327658 -0.42297587833135836
46 276 0 0 0 0.4348878788566586 -0.4229612069510642
47 282 0 0 0 0.4345857114026664 -0.4230039097109054
48 288 0 0 0 0.43454916722901277 -0.4230040022813605
49 294 0 0 0 0.434548880605414 -0.42299945131898414
50 300 0 0 0 0.4345981436071551 -0.42298852821159544
51 306 0 0 0 0.43464084794843494 -0.4229850497872653
52 312 0 0 0 0.43455009930937244 -0.423000870295887
53 318 0 0 0 0.4345346120571967 -0.4230038562044559
54 324 0 0 0 0.43456481170125505 -0.42299923910247045
55 330 0 0 0 0.4345658457864613 -0.4229997398205959
56 336 0 0 0 0.43458856460019013 -0.42299645003648484
57 342 0 0 0 0.4345957000764025 -0.4229949411764092
58 348 0 0 0 0.43459226269292817 -0.422995255924777
59 354 0 0 0 0.43458360433724585 -0.42299615061203205
60 360 0 0 0 0.4345846323863126 -0.4229962090383671
61 366 0 0 0 0.43458241797644254 -0.4229966935919652
62 372 0 0 0 0.43457346919617135 -0.42299820081425105
63 378 0 0 0 0.43457295916769934 -0.42299804619086045
64 384 0 0 0 0.43457197483130616 -0.4229983717279243
65 390 0 0 0 0.4345739997701855 -0.42299818970740843
66 396 0 0 0 0.4345740595724049 -0.4229980979001174
67 402 0 0 0 0.4345758246221726 -0.4229978018573858
68 408 0 0 0 0.4345749062760036 -0.4229979528413419
69 414 0 0 0 0.4345737272507872 -0.4229981058855338
70 420 0 0 0 0.4345731371675862 -0.4229981828910645
71 426 0 0 0 0.4345731630166889 -0.42299820611071126
72 432 0 0 0 0.43457298706901554 -0.42299822197157766
