% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, further objective values of best", seed=1093084, Mon Feb 17 11:37:33 2020, <python>{}</python>
1 6 0.44639612770487824 1.0000250003125026 856228.7911359954 8.5622879113599542e+05 4156923.172871061 1.3842119966147152e+16   
2 12 0.40399537389824824 1.3439693925058886 856228.7911359954 1.3225159522866232e+06 4278597.420584513 4350825.799522009   
3 18 0.5156785213036935 1.155475635731204 856228.7911359954 1.1719472534046355e+06 4347585.401501136 111398433432910.33   
4 24 0.5384196671999926 1.433320731572531 856228.7911359954 3.2312853543007504e+06 28496925998.116455 5912713948557.908   
5 30 0.5497448289084571 1.6339273000090915 856228.7911359954 4.3491849427427743e+06 598137744381.9135 2126951174944.0076   
6 36 0.5312021783208607 1.5173339241520039 856228.7911359954 1.4982832984712990e+06 4543415.376210728 22143634967539.414   
7 42 0.39065691729583557 1.7198410861442726 856228.7911359954 2.3736315150067676e+06 62304029.98181711 3471390126993796.5   
8 48 0.3337846586209605 1.7881443056095196 856228.7911359954 9.9944897577863641e+05 4349898.927493521 4350904.5941187125   
9 54 0.3006452675385306 1.7056583790157802 856228.7911359954 1.8330115148847043e+06 5188616.082237021 34693999708.35653   
10 60 0.23980240946879453 1.8443828795639599 856228.7911359954 8.9846508200619358e+05 3820729.2384760412 4319022.803844841   
11 66 0.18975136036571572 2.170152376512156 756565.979562946 7.5656597956294601e+05 3806927.638155136 4328096.355390132   
12 72 0.15192884957301328 2.1282678524628134 756565.979562946 8.7743873222795152e+05 3849452.45942297 6318808.037456514   
13 78 0.13591908351482848 2.475222030938232 756565.979562946 1.0439545008992420e+06 1230636.0723947836 2082325.7218526793   
14 84 0.14249302058684035 2.2791387427477785 751335.4495476545 7.5133544954765448e+05 5912879.4065211285 9840651.779185731   
15 90 0.11801294367362578 2.615866730488902 751335.4495476545 8.0625201803820278e+05 961110.3865947609 1801517.5123235495   
16 96 0.11295582870021666 2.4549565699450024 751335.4495476545 7.5232937690654711e+05 793677.5827686064 2257520.787429191   
17 102 0.16107415673882486 2.807378943089598 751335.4495476545 7.8336202326382243e+05 843348.4036615356 1828817.7658271568   
18 108 0.14305149219528143 4.950025111427137 751335.4495476545 7.9629506410661980e+05 1921151.087098925 21880630.333111394   
19 114 0.10924718890361988 5.642528484309341 751335.4495476545 7.8806939528365934e+05 1142768.9150266456 1354082.3572685998   
20 120 0.095244510829926 5.715063320392128 751335.4495476545 7.6033481931518042e+05 783642.0210750477 842761.241931494   
21 126 0.08241282216582987 5.147154810336212 751335.4495476545 7.6378302801371843e+05 814849.4796010369 1014705.8249554744   
22 132 0.07460715218724444 5.643451284147592 751335.4495476545 7.6308134504120727e+05 785511.1183330537 796984.3767666006   
23 138 0.06306887669366217 7.42542250734433 751335.4495476545 7.6742930869664089e+05 771226.5098480147 779934.839903709   
24 144 0.06900121861795605 7.628824413341135 751335.4495476545 7.5659826265479100e+05 773870.6599992851 791978.2985379897   
25 150 0.06418463815694761 10.185625789206014 751335.4495476545 7.5733935490513721e+05 772418.8252963137 793366.7070411788   
26 156 0.08301328133721517 10.94949251213697 751335.4495476545 7.5425105751225725e+05 778975.652373784 786690.7276895727   
27 162 0.06902710867208255 17.075051746935376 751335.4495476545 7.5378859550975636e+05 772808.4354500214 776573.3048838893   
28 168 0.0584153057659588 20.158338947547655 751335.4495476545 7.5138276132519799e+05 762743.5031054982 817858.5836044046   
29 174 0.05317142435776638 19.717815990211587 751335.4495476545 7.5362472833463876e+05 758607.0622816288 761224.4869903377   
30 180 0.0623621525507993 22.63716741406049 750977.0896769087 7.5097708967690868e+05 753090.5482683058 764702.4486712533   
31 186 0.061608221214739384 23.447480731208206 750320.8194847039 7.5032081948470394e+05 753024.5639007977 757877.1190658804   
32 192 0.04986857511470483 29.258273758691562 750320.8194847039 7.5074535134080192e+05 753391.5335527282 761007.1674025332   
33 198 0.04248119252773816 28.740386523531367 750320.8194847039 7.5074804801877984e+05 752843.5891917686 756415.8476035409   
34 204 0.03667720716765183 24.80898481576694 750053.0758332469 7.5005307583324693e+05 750810.1464134472 751544.0067406327   
35 210 0.0269636044692035 22.46959173419189 750053.0758332469 7.5009447800009721e+05 750289.0753135855 750899.6363728925   
36 216 0.02302941482037375 19.87466426028936 750008.1975023414 7.5000819750234135e+05 750202.5219573225 750574.6608791283   
37 222 0.01632500772142635 18.609394584860084 749999.7614488039 7.4999976144880394e+05 750074.255273598 750236.2358776319   
38 228 0.013654105588107021 19.510756059950335 749997.938307491 7.4999793830749101e+05 750095.7770542749 750161.0399653543   
39 234 0.011838129469140276 20.35605208903928 749988.8963864332 7.4998889638643316e+05 750027.6527446128 750044.3065830269   
40 240 0.010296452274623365 22.20849989458494 749988.8963864332 7.4999291736355040e+05 750017.461877697 750059.5255604547   
41 246 0.007591440812597287 23.627532553244098 749988.8544225912 7.4998885442259116e+05 749999.9794335583 750054.5322780814   
42 252 0.007100462619250301 22.5403508797294 749988.5915129321 7.4998859151293209e+05 749995.5766958247 750001.2123256188   
43 258 0.006677682709231052 24.19203696185749 749987.0526037435 7.4998705260374350e+05 749991.2741087432 750015.21164029   
44 264 0.00604416887933173 29.641061932591168 749987.0526037435 7.4998747187214741e+05 749988.5808696311 749992.8078992824   
45 270 0.004536400265655273 29.17830099145512 749987.0526037435 7.4998713939817622e+05 749991.758570401 749996.3249497942   
46 276 0.00365956506128941 23.30487802406355 749987.0526037435 7.4998733319974504e+05 749987.6520211813 749989.0867898985   
47 282 0.003179960905570728 24.615146859182843 749987.0105975949 7.4998701059759490e+05 749987.8977943878 749988.7457574707   
48 288 0.0026740831277115395 30.397545957487115 749987.0105975949 7.4998702191112423e+05 749987.1537966102 749988.0520060147   
49 294 0.0023691572775922684 28.36412308021018 749987.0080735711 7.4998700807357114e+05 749987.2845312323 749987.5026517857   
50 300 0.0021542652177501983 22.75124102115913 749986.9987920922 7.4998699879209220e+05 749987.2244596264 749987.2983155848   
51 306 0.0017214227468295793 20.294467242209073 749986.9798429334 7.4998697984293336e+05 749987.0348220125 749987.099934438   
52 312 0.0016934820538580563 19.407466406925895 749986.9753552894 7.4998697535528941e+05 749986.9827112126 749987.0124296224   
53 318 0.0014662268165479564 21.282032590830948 749986.9753552894 7.4998697849251283e+05 749987.009948365 749987.0377763857   
54 324 0.001119436703439123 19.516851602425998 749986.974359171 7.4998697435917100e+05 749986.9770896914 749987.0743520916   
55 330 0.0008837351523523247 21.399039042480915 749986.974359171 7.4998697583839996e+05 749986.9813510163 749986.9945667799   
56 336 0.0008198602787173965 18.361781240454352 749986.9742928972 7.4998697429289715e+05 749986.9782178483 749986.9841760092   
57 342 0.0007013551261976973 23.897546748912557 749986.9742928972 7.4998697445562831e+05 749986.9771302177 749986.9831073101   
58 348 0.0005398575388640332 22.691155914577877 749986.9742928972 7.4998697483077622e+05 749986.9764146627 749986.9834276894   
59 354 0.0005079693674526469 19.211761969530873 749986.9742783554 7.4998697427835537e+05 749986.975461626 749986.9783474342   
60 360 0.0003747465757458704 20.970083998909846 749986.9740494365 7.4998697404943651e+05 749986.9749890465 749986.9760482054   
61 366 0.000320951460020255 23.112537519289308 749986.9739553704 7.4998697395537037e+05 749986.974642982 749986.9759075362   
62 372 0.0004465401220259082 20.003678636105835 749986.9738645845 7.4998697386458446e+05 749986.9739712276 749986.9746123038   
63 378 0.00039809713321483677 22.645615620562893 749986.9738645845 7.4998697388052638e+05 749986.974490132 749986.9751382207   
64 384 0.00034717764540906967 23.482907000317482 749986.9738498797 7.4998697384987969e+05 749986.974009191 749986.9743283142   
65 390 0.00029679778913116873 27.070215217493594 749986.9738498797 7.4998697386421415e+05 749986.9739875783 749986.9741822947   
66 396 0.00021663570497617332 25.637100765375692 749986.9738486733 7.4998697384867328e+05 749986.9739210114 749986.9741068939   
67 402 0.00018730637480253649 30.329226693933823 749986.9738486733 7.4998697385860560e+05 749986.9738773167 749986.9741030799   
68 408 0.00013644526486016265 25.311939867680582 749986.9738486733 7.4998697385705647e+05 749986.9738765035 749986.973961801   
69 414 0.00012623066161350285 21.589407431337566 749986.9738482833 7.4998697384828329e+05 749986.9738704526 749986.9738960869   
70 420 0.00011517573236850534 23.06144289061814 749986.9738482833 7.4998697384830774e+05 749986.9738527893 749986.9738657675   
71 426 9.687007660687671e-05 26.66598773538762 749986.973848217 7.4998697384821705e+05 749986.9738537432 749986.9738887264   
72 432 7.535459316979067e-05 25.29562937684242 749986.9738480026 7.4998697384800261e+05 749986.9738506218 749986.9738565024   
